Player,Nation,Pos,DF,FW,MF,GK,Squad,Top5,Bot5,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1-Mar,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
U. Nafula,Mico,FWMF,0,1,0,0,Silver Heels,Yes,No,29,1991,6.3,0.2,2.49,0.4,18.78,2.54,0.52,0,0.27,14.84,-0.06,0.1,0.21,0.22,0.36,0.2,-0.2,-0.05,22.22,29.32,75.63,326.67,62.07,12.43,14.6,84.8,7.91,9.52,83.25,0.89,2.77,35.25,-0.09,0.11,-0.13,1.35,1.31,0.73,0.02,1.98,0.23,0.25,0.15,0.04,-0.05,0.19,0.52,33.28,0.4,9.48,3.39,36.63,1.37,3.4,4.68,0.43,0.07,0.07,0.48,0.45,0.59,0.13,0.02,,,,,,,,,,,,,,,,,,,
S. Zandamela,Mico,GK,0,0,0,1,Silver Heels,Yes,No,34,1986,6.32,0.03,0.01,-0.07,0,-0.1,0.02,0,0,0,-0.03,0.03,0.04,-0.06,-0.08,0,0.08,-0.05,16.81,24.81,67.4,700.65,488,2.07,2.09,99.98,4.19,4.06,100.01,10.69,18.68,56.71,0.08,-0.06,-0.02,0.08,0.56,-0.07,0.09,0.05,-0.07,0.08,0.06,0.01,0.06,0.01,0.02,0,0.03,-0.01,0.07,0,-0.05,0.07,0.04,-0.02,0.04,-0.07,-0.07,-0.02,-0.07,-0.07,0.01,6.06,5.92,569.99,6.21,1.13,1.16,3.34,2.59,71.48,0.56,-0.09,0.54,0.07,16.74,0.24,0.23,0.17,-0.02,49.94
A. Kiss,Mico,MF,0,0,1,0,Silver Heels,Yes,No,25,1995,6.21,0.06,1.08,0.56,42.86,1.17,0.53,0.09,0.09,24.7,0.05,0.17,0.11,0.2,0.05,-0.04,-0.19,-0.03,53.76,63.28,84.76,1049.49,249.87,20.06,21.64,92.02,25.11,28.67,87.87,7.87,11.89,65.21,0.46,0.03,0.38,1.37,5.98,1.72,0.16,6.32,1.71,0.86,0.71,1.15,-0.08,0.48,1.83,24.94,1.47,16.46,4.03,24,5.89,8.85,1.66,1.84,-0.04,-0.05,1.66,2.04,3.82,1.36,0.07,,,,,,,,,,,,,,,,,,,
H. Ferraro,Mico,MF,0,0,1,0,Silver Heels,Yes,No,26,1994,1.89,0,0.02,-0.05,0,-0.02,-0.04,0,0,0,-0.01,-0.02,0.08,0.02,0.02,0,-0.03,-0.05,50.09,55.67,90,827.83,204.32,25,27.24,91.83,19.49,20.66,94.64,4.47,4.97,88.84,0.02,0.12,-0.09,0.57,2.25,0.63,-0.01,3.37,1.17,1.07,0.47,0.01,0.49,1.14,3.26,33.24,2.22,14.41,2.8,19.18,7.28,4.9,2.17,0.52,-0.02,0.07,0.6,2.3,3.31,3.31,-0.01,,,,,,,,,,,,,,,,,,,
J. Dubois,Mico,MF,0,0,1,0,Silver Heels,Yes,No,28,1992,0.44,-0.03,4,1.94,49.92,4.39,2.08,0.04,0.01,21.25,0.07,0.02,0.04,0.22,0.27,0.09,-0.29,-0.27,43.95,60.06,73.27,901.99,169.95,17.96,18.08,99.95,11.95,14.01,85.73,12.01,26.07,46.17,-0.03,0.23,-0.15,3.96,2.06,-0.05,-0.04,1.92,0,0.06,-0.09,0.09,0.06,0.07,-0.07,0,0.02,9.98,6.02,59.94,0,6.04,3.93,0.01,0.04,0.02,0.06,2.01,2.02,-0.08,0.04,,,,,,,,,,,,,,,,,,,
O. Lakot,Mico,MF,0,0,1,0,Silver Heels,Yes,No,29,1991,5.01,0.17,1.28,0.29,14.22,1.39,0.13,0.2,0.96,18.36,0.1,0.02,-0.01,0.17,0.07,0,0.21,0.18,38.7,49.21,78.87,714.46,170.35,18.94,21.69,88.24,14.33,15.98,90.01,5.11,9.25,55.24,0.05,-0.01,-0.04,0.76,3.94,1.47,0.84,3.1,1.93,1.23,0.72,1.11,-0.03,0.57,1.25,49.9,0.67,13.94,3.82,26.76,4.22,7.41,2.32,1.24,0.87,0.08,0.33,1.35,3.37,2.9,-0.06,,,,,,,,,,,,,,,,,,,
B. Owor,Mico,MFFW,0,0,1,0,Silver Heels,Yes,No,20,2000,3.63,0.66,2.47,1.17,44.42,2.5,1.2,0.25,0.44,20.27,0.07,0.03,0.48,0.29,0.23,0.07,0.27,0.36,25.56,34.23,74.73,430.69,123.53,13.69,15.21,89.17,9.5,13.96,68.08,2.59,3.35,75.07,0.37,0.14,0.11,1.73,3,1.9,0.51,4.22,1.66,1.17,0.61,1.13,-0.07,0.02,0.5,0.04,0.5,16.38,4.92,30.41,3.05,9.73,3.65,1.58,0.09,0,1.66,2.83,4.42,0.21,-0.07,,,,,,,,,,,,,,,,,,,
Q. Ili?,Mico,MFFW,0,0,1,0,Silver Heels,Yes,No,25,1996,1.52,0.04,1.31,-0.04,0.07,1.3,0.09,-0.04,0,25.39,0.03,-0.09,-0.05,0.07,0.16,-0.03,-0.13,0.03,56.35,74.91,74.95,1146.86,263.89,26.35,29.49,89.31,18.77,23.07,81.03,11.28,21.89,51.41,0.54,0.08,0.59,1.35,2.51,2.58,0.56,5.57,0.08,0.03,0.02,0.02,0.04,0.08,2.47,-0.03,2.41,29.97,6.19,20.86,13.18,11.81,5.09,0.64,0.07,0.01,0.65,0.73,0.61,0.58,0.07,,,,,,,,,,,,,,,,,,,
Aggregate,Mico,,,,,,,Yes,,552,41869,69.12,3.84,33.91,12.37,618.56,34.87,13.25,1.57,3.8,257.64,-0.1,0.65,0.91,3.09,3.1,1.34,0.05,0.69,772.18,949.71,1698.06,14469.19,4412.65,359.46,398.05,1905.31,293.9,339.15,1782.76,106.37,184.6,1240.76,3.36,2.27,1.04,27.1,53.3,19.74,4.63,64.67,22.3,11.22,12.74,8.31,1.73,9.62,26.18,559.34,16.97,256.32,74.64,599.49,86.44,106.88,64.12,23.17,5.36,2.66,17.74,20.39,43.09,43.72,0.07,6.06,5.92,569.99,6.21,1.13,1.16,3.34,2.59,71.48,0.56,-0.09,0.54,0.07,16.74,0.24,0.23,0.17,-0.02,49.94
C. Imalingat,New Uwi,DF,1,0,0,0,Silver Heels,No,Yes,23,1998,3.07,0.02,-0.06,0.07,0,-0.03,-0.08,0,0,0,-0.07,-0.01,0,0.09,0.1,0,0.02,-0.06,33.09,43.08,76.68,709.23,337.01,13.38,14.21,92.99,12.73,13.35,95,6.08,13.64,43.94,-0.05,-0.02,-0.1,0.06,0.96,0.03,0.03,1.41,2,1.68,1.91,0.01,0.07,1.74,2.98,55.69,1.26,12.77,3.94,31.7,9.97,1.94,0.72,1.96,0.09,-0.06,1.97,0.76,2.73,4.4,-0.01,,,,,,,,,,,,,,,,,,,
G. Lambert,New Uwi,DF,1,0,0,0,Silver Heels,No,Yes,26,1994,3.08,0.01,0.08,0.06,0,0,0.02,0,0,0,-0.01,-0.1,-0.07,0.04,0.08,0,0.02,0.02,17.22,27.33,63.4,299.09,114.2,7.02,7.1,100,7.23,11.35,64.78,1.6,6.94,23.77,-0.04,0.06,0.09,-0.08,0.9,0.03,0.09,0.61,4.35,2.34,3.9,-0.03,0.38,1.02,2.05,50.04,0.95,12.4,4.28,35.1,10.01,1.62,0.77,0.9,0.25,0.03,0.71,2.41,6.75,3.31,0.04,,,,,,,,,,,,,,,,,,,
H. Yong,New Uwi,DF,1,0,0,0,Silver Heels,No,Yes,28,1992,2.96,0,0.08,-0.04,0,0.1,0.07,0,0,0,0.09,-0.1,0,0.04,0.06,0,0.03,0.03,24.93,29.24,85.22,570.07,165.71,6.1,6.3,94.69,14.96,15.67,95.63,3.91,7.04,57.06,-0.03,-0.03,-0.02,0,0.24,-0.01,-0.1,0.72,1.63,1,1.75,0.03,0.09,0.29,0.59,49.91,0.31,8.77,2.61,30.83,6.95,1.59,0,1.26,0.99,-0.1,0.31,0.05,1.61,8.7,0.23,,,,,,,,,,,,,,,,,,,
R. Yakubu,New Uwi,DF,1,0,0,0,Silver Heels,No,Yes,30,1990,2.95,0.28,0.65,0.43,49.92,0.74,0.43,0.57,0.96,13.25,-0.09,0,-0.02,0.2,0.17,0.22,0.15,0.29,21.49,31.48,68.12,325.92,156.56,10.62,11.78,91.23,10.03,14.55,68.96,-0.06,2.42,-0.09,-0.06,-0.04,-0.03,0.01,0.76,-0.09,-0.09,1.4,3.46,2.46,2.03,1.37,-0.02,0.68,3.47,19.98,2.78,21.65,4.85,22.1,14.51,5.19,2.16,5.44,1.06,-0.02,4.48,0.42,3.86,2.68,-0.09,,,,,,,,,,,,,,,,,,,
O. Kobugabe,New Uwi,DFMF,1,0,0,0,Silver Heels,No,Yes,30,1991,2.39,-0.08,0.45,-0.05,0.09,0.36,-0.03,0.07,0,24.42,-0.07,0.03,0.03,0.07,-0.05,-0.03,0.01,0.01,22.15,27.47,81.05,347.81,181.7,12.51,14.85,85.28,8.72,9.94,87.1,0.83,1.83,49.96,0.05,-0.04,-0.08,0.4,0.46,0.37,-0.03,2.11,2.1,0.33,1.75,0.04,0.5,0.4,1.23,33.24,0.83,12.61,2.13,17.1,6.57,3.97,2.08,1.33,-0.06,0.05,1.29,1.39,3.53,0.39,-0.09,,,,,,,,,,,,,,,,,,,
W. Dickson,New Uwi,DFMF,1,0,0,0,Silver Heels,No,Yes,32,1988,1.01,-0.08,0.03,0.07,0,0.08,0.01,0,0,0,0.08,0.01,-0.05,0,0.04,0,0.05,0.01,25.43,39.04,65,584.48,313.51,7.27,10.81,66.67,9.91,13.68,73.31,7.19,12.71,57.18,0.1,0.04,-0.12,0.92,1.89,1.76,1.84,1.75,1.76,-0.01,1.76,0.06,0.09,0.03,0.86,-0.04,0.84,18.22,6.39,34.92,11,7.34,-0.01,1.73,-0.01,0.05,1.86,3.68,5.43,0.88,0.01,,,,,,,,,,,,,,,,,,,
G. Acheampong,New Uwi,FW,0,1,0,0,Silver Heels,No,Yes,23,1997,2.63,-0.08,3.04,1.17,37.49,2.98,1.19,-0.08,0.01,22.42,-0.03,0.07,0.41,0.05,0.18,0.1,-0.05,-0.1,12.19,17.71,68.9,183.67,55.83,8.09,10.42,78.63,3.01,4.14,72.74,0.78,1.58,49.91,0.27,0.04,0.24,1.45,0.75,0.75,0.08,1.17,0.33,0.45,-0.09,0.4,0.07,-0.06,0.35,0.09,0.38,12.69,1.42,11.81,2.61,7.06,2.92,0.7,-0.07,-0.03,0.74,0.39,0.81,-0.09,0.06,,,,,,,,,,,,,,,,,,,
P. Mutyaba,New Uwi,FW,0,1,0,0,Silver Heels,No,Yes,33,1987,0.82,-0.07,0.02,-0.07,0,-0.1,0.06,0,0,0,-0.03,0,0,0.01,0,0,-0.02,0.05,13.86,17.41,78.69,187.56,0.01,7.59,10.03,74.99,4.96,4.95,100.05,0.03,-0.04,0,0.04,-0.1,0.05,0.07,-0.07,-0.03,-0.07,-0.04,2.56,-0.1,1.35,0.06,1.28,0.01,1.17,-0.02,1.28,11.32,1.24,11.16,6.17,3.73,1.32,1.22,1.29,0.08,-0.02,2.45,5.04,0.01,-0.04,,,,,,,,,,,,,,,,,,,
W. Takata,New Uwi,FW,0,1,0,0,Silver Heels,No,Yes,20,2000,0.23,0.07,0.02,-0.04,0,-0.07,-0.02,0,0,0,0,0.04,-0.01,0.1,-0.1,0,0.05,0.06,16.72,19.96,83.4,119.91,16.7,16.7,16.73,100.02,-0.07,0.09,0,0.07,3.41,0.08,0.01,0.08,-0.1,0.07,-0.04,0.01,0.08,0.05,0.01,0.09,-0.04,0.03,-0.02,0.08,6.58,-0.02,6.67,23.35,0.08,0.07,6.73,3.35,13.4,0.01,0.06,0.05,-0.08,-0.06,-0.08,0.07,0,,,,,,,,,,,,,,,,,,,
X. Hofer,New Uwi,FW,0,1,0,0,Silver Heels,No,Yes,33,1987,2.23,0.55,2.3,1.33,60.03,2.26,1.35,0.23,0.37,26.23,-0.09,0.03,-0.04,0.09,0.23,0.02,0.26,0.41,8.22,14.16,58.1,142.75,55.88,4.6,5.54,83.23,1.73,3.22,57.07,1.38,2.32,59.99,0.89,0.14,0.81,0.35,0.48,0.5,0.08,1.44,0.87,0.82,0.45,0.4,0.04,0.45,1.87,24.96,1.37,18.22,4.6,25,6.83,7.27,4.11,0.88,-0.06,-0.08,0.87,1.42,2.3,2.29,-0.04,,,,,,,,,,,,,,,,,,,
Z. Tuhirirwe,New Uwi,FWDF,0,1,0,0,Solemn Cougars,No,Yes,24,1996,0.02,-0.07,0.07,-0.09,0,0.1,0.03,0,0,0,-0.08,-0.05,-0.05,-0.04,-0.05,0,-0.01,-0.05,70.03,79.9,87.51,1289.97,140.1,30,29.93,100.07,10.06,20.02,49.92,20.09,20.07,100.1,0.03,0.08,0.04,-0.03,0.09,-0.08,-0.04,0.02,-0.09,0.08,0.05,-0.08,0.1,-0.01,0.08,0,-0.01,39.91,9.93,25,20.05,10.02,9.98,9.99,0.09,0.08,9.96,9.99,10.05,-0.06,-0.07,,,,,,,,,,,,,,,,,,,
E. Tushemereirwe,New Uwi,GK,0,0,0,1,Solemn Cougars,No,Yes,30,1990,3.07,-0.02,-0.09,-0.04,0,0.01,0.09,0,0,0,0.01,0.03,0.02,0.04,0,0,0.02,-0.05,26.92,34.06,79.33,637.65,291.67,9.33,9.36,99.93,11.7,11.67,100.09,5.7,12.27,45.85,0.06,0.05,-0.05,0.03,0,0.07,0.04,0.02,0.07,-0.03,0.02,0.06,-0.09,0.04,0.29,-0.09,0.31,0.05,0.07,0,-0.04,-0.05,0.01,-0.06,0.05,-0.06,-0.01,0.09,0.09,0.38,0.06,3.07,3.03,270,3,1.91,2.1,5.33,3.64,68.77,-0.08,0.74,0.27,-0.01,-0.1,0.24,0.36,0.02,-0.1,0.05
E. Nakirijja,New Uwi,MF,0,0,1,0,Solemn Cougars,No,Yes,21,1999,2.5,0.37,0.76,0.49,49.92,0.71,0.48,0.58,1,22.14,0.04,-0.04,0.04,0.11,0.07,0.2,0.26,0.34,23.9,27.29,88.15,363.29,84.01,12.42,13.65,91.18,10.06,10.74,92.64,0.86,1.2,66.69,-0.05,-0.02,0,1.3,2.87,0.38,0,1.97,1.29,0.71,0.47,0.87,0,-0.09,2.06,0.05,1.9,19.93,4.41,22.08,10.36,8.07,1.53,2.75,1.18,0.05,1.55,2.04,3.3,0.71,0.45,,,,,,,,,,,,,,,,,,,
H. Caruso,New Uwi,MF,0,0,1,0,Solemn Cougars,No,Yes,30,1990,0.05,-0.03,0.08,0,0,0,-0.06,0,0,0,0,0,-0.08,0.09,0.08,0,-0.07,0.07,30,49.94,60.01,420.03,0.02,19.95,30.02,66.67,9.94,19.93,49.91,0.06,-0.09,0,0.04,-0.02,-0.02,0.08,-0.04,0,-0.1,-0.03,-0.1,0.09,0.08,-0.07,-0.04,0.06,0.07,0,-0.07,69.97,19.94,28.67,29.91,39.94,-0.09,0.01,0,-0.01,0.05,10.02,10.09,-0.05,-0.07,,,,,,,,,,,,,,,,,,,
L. Berg,New Uwi,MF,0,0,1,0,Solemn Cougars,No,Yes,25,1995,3.03,-0.1,-0.02,0.09,0,0.03,-0.08,0,0,0,-0.04,-0.07,-0.06,0.07,-0.06,0,-0.08,-0.05,29.99,35.66,84.15,522.78,167.34,14.2,16.35,87.82,11.63,12.98,89.71,2.95,4.58,64.26,-0.05,-0.1,-0.01,0.43,1.04,-0.03,0.08,1.32,2.09,1.66,1.7,0.36,0.03,0.64,1.62,40.07,0.98,11.9,4.39,36.05,6.63,5.05,0.38,2.05,-0.04,0.06,2.05,3.4,5.4,1.31,0.08,,,,,,,,,,,,,,,,,,,
R. Nakiru,New Uwi,MF,0,0,1,0,Solemn Cougars,No,Yes,31,1990,0.09,-0.01,-0.05,-0.08,0,0,-0.08,0,0,0,0.03,0.04,0.04,0.02,0.03,0,0.03,0.05,1.08,2.91,33.38,28.97,6.99,0.09,0.01,0,1.03,1.03,100.03,-0.04,2.03,-0.03,-0.06,-0.04,0.05,-0.07,1.07,-0.09,0.07,0.1,0.09,0.04,0,0.09,-0.03,0.06,-0.06,0,0.06,1.05,-0.01,0.07,0.08,0.91,-0.07,-0.03,-0.05,0.02,-0.07,-0.03,0.08,0.06,0,,,,,,,,,,,,,,,,,,,
U. Lefebvre,New Uwi,MF,0,0,1,0,Solemn Cougars,No,Yes,26,1994,2.68,-0.01,0.29,0.41,100.03,0.43,0.34,-0.09,-0.08,33.94,-0.08,-0.04,0.03,0.01,0.05,0.05,-0.01,-0.08,15.97,21.81,72.86,263.32,58.04,7.78,10.08,77.78,6.38,7.45,85.08,1.05,2.66,42.91,-0.03,0.04,0.05,0.8,0.73,-0.04,0.02,0.37,2.2,2.21,1.51,0.82,-0.01,0.75,1.4,50.01,0.64,16.27,6.34,38.65,8.89,6.2,1.15,1.52,0.04,-0.1,1.48,2.54,4.88,2.24,0.08,,,,,,,,,,,,,,,,,,,
U. Rahmawati,New Uwi,MF,0,0,1,0,Solemn Cougars,No,Yes,33,1988,0.15,-0.07,0.07,-0.04,0,-0.06,-0.09,0,0,0,-0.03,0.01,-0.01,0.03,-0.06,0,0.05,0.04,4.97,5.07,99.92,55.03,-0.01,5.02,5.03,100,0.09,-0.02,0,0.03,-0.09,0,0.06,-0.1,0,-0.08,-0.06,-0.07,0.06,0.01,-0.08,0.06,0.09,-0.06,0.04,0.03,-0.07,0,-0.02,14.99,5,33.26,10.09,5.06,-0.06,5.08,-0.09,-0.06,4.99,-0.03,-0.03,0.06,0.04,,,,,,,,,,,,,,,,,,,
Aggregate,New Uwi,,,,,,,No,,498,35866,32.96,0.68,7.72,3.67,297.48,7.54,3.63,1.28,2.26,142.4,-0.37,-0.15,0.18,1.02,0.77,0.56,0.71,0.99,398.16,523.52,1333.87,7051.53,2145.27,192.67,222.2,1491.18,134.1,174.74,1282.02,52.51,94.48,661.58,1.18,0.02,0.8,5.71,12.03,3.46,2.04,14.4,24.54,13.88,18.69,4.36,2.48,6.12,26.54,323.87,20.46,326.07,81.61,403.57,167.32,118.26,40.3,36.74,4.72,-0.05,32.13,40.93,65.84,27.29,0.64,3.07,3.03,270,3,1.91,2.1,5.33,3.64,68.77,-0.08,0.74,0.27,-0.01,-0.1,0.24,0.36,0.02,-0.1,0.05
E. Naik,Nganion,DF,1,0,0,0,Solemn Cougars,Yes,No,20,2001,2.78,0.09,0.41,-0.07,-0.08,0.37,0.09,-0.08,0,15.97,-0.07,0.05,-0.01,-0.09,-0.07,0.13,0.01,0.09,98.88,102.96,96.13,2171.31,499.6,18.52,18.57,100.03,65.75,67.08,97.91,14.6,17.08,85.35,0.03,-0.03,0.09,-0.05,4.57,-0.04,0.06,5.08,1.11,0.42,0.75,0.36,-0.05,0.64,0.71,99.93,-0.05,9.34,2.9,30.85,4.21,3.86,1.14,0.37,0,-0.05,0.43,1.37,2.45,1.44,-0.04,,,,,,,,,,,,,,,,,,,
J. Khoh,Nganion,DF,1,0,0,0,Solemn Cougars,Yes,No,26,1995,2.69,-0.06,1.47,0.37,25.02,1.5,0.4,-0.07,-0.1,12.73,-0.04,-0.05,-0.01,0.14,0.19,0.19,-0.23,-0.23,89.21,98.46,90.54,1403.71,397.03,45.21,47.8,94.52,35.65,38.82,91.48,5.66,7.12,78.92,-0.07,0.21,-0.05,1.83,6.62,2.6,0.75,8.49,1.1,0.67,0.29,0.81,-0.02,1.14,1.77,60.02,0.84,10.42,4.8,46.5,3.77,2.53,4.1,1.02,0.4,0.33,0.75,-0.08,1.12,1.11,0.02,,,,,,,,,,,,,,,,,,,
J. Wulandari,Nganion,DF,1,0,0,0,Solemn Cougars,Yes,No,26,1994,6.98,0.22,0.23,0.21,49.91,0.2,0.12,0.55,1.02,17.44,0.08,0.04,-0.06,-0.03,0.05,0.01,0.04,0.1,90.97,96.03,94.69,2087.34,613.23,18.03,18.3,97.71,55.3,57.01,97.08,17.39,20.13,86.42,0.03,0.05,-0.13,0.2,9.21,0.25,0.03,5.19,0.64,0.51,0.35,0.38,-0.08,0.39,0.62,59.97,0.29,5.3,2.21,43.24,1.91,2.79,0.36,0.37,0.28,-0.06,0.05,1.06,1.78,3.6,0.08,,,,,,,,,,,,,,,,,,,
Q. Namazzi,Nganion,DF,1,0,0,0,Solemn Cougars,Yes,No,25,1995,0.77,0.08,3.78,1.34,33.35,3.61,1.15,-0.06,-0.03,21.14,0.04,0.07,0.06,0.31,0.16,0.12,-0.23,-0.25,57.44,62.56,92.05,1082.42,217.52,21.21,21.27,100.09,29.93,32.49,92.27,5.07,7.51,66.8,0.06,-0.06,-0.04,0.05,2.57,1.17,1.21,1.3,1.33,1.25,0.08,1.28,0.1,1.2,1.25,99.96,-0.01,10.01,5.02,50.08,2.43,6.34,1.2,0.08,0.08,-0.08,-0.02,0.04,1.33,1.31,-0.03,,,,,,,,,,,,,,,,,,,
S. Namugere,Nganion,DF,1,0,0,0,Solemn Cougars,Yes,No,31,1989,4.47,0.14,1.22,0.75,59.9,1.18,0.66,0.17,0.31,10.79,-0.04,0.01,0.05,0.15,0.14,0.11,0.08,0.1,63.31,72.38,87.7,1139.94,382.28,25.73,27.92,91.81,33.47,37.43,89.09,4.25,5.7,76.03,-0.07,0.12,-0.13,0.85,7.22,0.65,0.22,6.2,0.92,0.38,0.38,0.37,-0.04,-0.09,1.21,0.05,1.1,9.32,4.25,46.22,2.87,4.97,1.37,2.59,0.33,-0.07,2.28,1.23,2.13,1.54,-0.01,,,,,,,,,,,,,,,,,,,
V. Nazziwa,Nganion,DF,1,0,0,0,Solemn Cougars,Yes,No,31,1989,6.17,0.02,0.29,0.14,49.94,0.39,0.17,-0.09,0.04,23.61,0.01,0.07,-0.07,0.08,-0.04,-0.05,0.01,0.02,81.33,94.97,85.64,1386.63,443.98,39.87,43.09,92.57,33.18,38.66,85.76,7.35,10.27,70.37,0.2,0.16,-0.11,1.71,7.82,2.49,0.87,7.02,1.96,1.03,0.44,1.42,0.04,0.99,1.23,85.77,0.25,11.39,4.48,39.99,3.69,6.91,0.72,2.2,0,-0.09,2.15,1.54,3.44,1.46,0.06,,,,,,,,,,,,,,,,,,,
Z. Hribar,Nganion,DF,1,0,0,0,Solemn Cougars,Yes,No,24,1997,4.15,0.09,0.75,0.28,33.21,0.75,0.33,0.04,0.05,14.15,-0.07,0.04,0.02,0.2,0.12,0.2,-0.04,-0.24,96.97,102.84,94.14,2121.1,567.55,25.24,26.18,96.42,53.98,56.12,96.14,17.16,19.71,86.69,0.29,0.09,0.12,0.48,8.1,0.08,-0.02,4.92,1.04,0.39,0.41,0.49,0.09,0.32,0.53,50,0.21,5.25,2.71,49.91,2.09,2.93,0.32,0.69,0.42,-0.09,0.2,1.03,1.9,2.63,0.27,,,,,,,,,,,,,,,,,,,
D. Nasser,Nganion,DFFW,1,0,0,0,Solemn Cougars,Yes,No,25,1996,0.27,0.09,-0.07,0,0,-0.07,0.05,0,0,0,0.09,0.02,-0.06,-0.05,0.04,0,-0.08,-0.09,70.03,80.08,87.53,1310,89.91,34.94,35.08,99.99,25.05,24.9,99.99,10.05,15.04,66.62,0.05,0.06,-0.03,-0.05,-0.08,-0.05,0,-0.01,0.03,0.09,0.09,-0.03,-0.07,0.06,-0.08,0,-0.06,0.09,0.05,0,-0.02,0.1,0.08,0.09,0.09,-0.02,0.09,0.07,-0.05,-0.04,0.09,,,,,,,,,,,,,,,,,,,
B. Male,Nganion,FW,0,1,0,0,Solemn Cougars,Yes,No,23,1997,1.94,0.51,4.8,2.08,44.42,4.84,2.08,0.13,0.17,17.27,0.06,-0.09,0.09,0.53,0.44,0.11,0.07,0.09,43.14,51.51,83.71,754.72,172.1,21.1,24.17,87,15.75,16.71,93.86,5.85,7.82,73.27,-0.05,0.43,-0.47,3.21,1.63,1.66,0.6,4.21,0.53,0.1,-0.1,0.07,0.57,0.07,0.62,-0.06,0.59,13.65,3.08,23.07,1.62,5.84,6.42,2.2,0.06,0.08,2.04,-0.06,0.52,-0.06,0.03,,,,,,,,,,,,,,,,,,,
G. Owusu,Nganion,FW,0,1,0,0,Solemn Cougars,Yes,No,28,1992,4.93,0.64,3.38,1.66,47.2,3.32,1.65,0.12,0.29,12.62,-0.08,0.17,-0.06,0.79,0.63,0.22,-0.19,-0.06,23.69,28.3,83.02,379.74,28.8,12.43,14.56,84.93,5.58,6.84,82.48,3.28,3.65,88.89,0.02,0.15,-0.05,0.84,0.54,0.52,-0.03,1.33,1.92,1.25,0.49,0.45,1.2,0.17,0.41,50.01,0.14,19.71,6.22,31.23,0.83,7.92,10.95,0.83,0.27,-0.07,0.62,0.53,2.65,0.44,0.07,,,,,,,,,,,,,,,,,,,
J. Chou,Nganion,FW,0,1,0,0,Solemn Cougars,Yes,No,28,1992,3.1,0,4.82,1.69,33.35,4.96,1.58,-0.07,0.02,14.14,0.05,0.29,0.27,0.92,0.5,0.05,-0.85,-0.66,30.39,40.53,74.62,447.17,98.13,19.47,21.91,88.14,9.27,11.83,78.41,1.59,3.85,41.62,0.56,0.13,0.65,0.93,0.88,2.3,-0.02,4.22,1.31,1.06,0.42,0.32,0.7,0.97,1.6,59.94,0.63,10.4,5.14,49.92,1.92,4.27,4.23,1.61,0.37,-0.09,1.38,1.6,2.95,-0.09,-0.05,,,,,,,,,,,,,,,,,,,
J. Pedro,Nganion,FW,0,1,0,0,Solemn Cougars,Yes,No,22,1998,4.24,-0.08,5.31,1.87,36.32,5.31,1.97,0.1,0.01,17.88,-0.02,-0.07,0.32,0.54,0.38,0.04,-0.44,-0.44,34.32,47.04,72.8,536.37,123.64,20.94,25.07,83.76,8.85,12.02,72.51,3.17,6.26,49.94,0.66,0.45,0.28,2.46,1.18,1.43,0.94,2.42,1.35,0.88,0.03,0.72,0.69,0.68,1.27,60.1,0.41,17.98,4.82,26.76,2.05,10.48,5.26,1.84,0.08,-0.06,1.86,0.98,2.39,0.98,0.04,,,,,,,,,,,,,,,,,,,
K. Mukwaya,Nganion,FW,0,1,0,0,Solemn Cougars,Yes,No,20,2000,4.08,0.48,2,0.69,37.59,1.93,0.83,0.21,0.62,16.39,-0.09,-0.03,-0.01,0.26,0.38,0.2,0.19,0.22,28.73,36.81,78.14,438.55,97.89,16.53,19.35,86.13,8.48,10.42,81.37,2.14,4.57,47.37,0.2,0.12,0.02,0.97,1.07,2.23,1.51,2.49,0.65,0.44,0.14,0.15,0.22,0.02,0.56,0,0.55,11.51,3.02,25.58,1.51,4.37,5.53,1.67,-0.1,-0.07,1.8,1.07,1.79,-0.08,0.05,,,,,,,,,,,,,,,,,,,
