Player,Nation,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
I. Gashi,Rosvi,DF,Fighting Clippers,Yes,No,D,27,1991,20.08,-0.01,0.22,0.05,24.96,0.24,0.03,0.19,1.08,10.31,-0.03,-0.01,0.07,0.12,0.11,0.22,0.06,0.05,64.35,69.56,92.76,1352.7,455.14,17.64,19.25,91.92,35.84,37.32,96.02,10.21,11.72,87.6,0.01,-0.01,-0.06,0.37,4.04,0.53,0.26,3.07,1.78,1.07,1.22,0.68,0.06,0.88,1.34,59.39,0.46,8.76,2.15,23.82,4.44,3.68,0.59,1.61,0.75,0.05,0.89,0.93,2.73,3.33,0.08,,,,,,,,,,,,,,,,,,,
M. Ayebazibwe,Sobianitedrucy,DF,Fighting Clippers,Yes,Yes,D,25,1993,32.91,0.03,0.6,0.09,27.32,0.58,0.14,0.08,0.53,11.02,0.09,-0.04,-0.05,0,0.14,0.07,-0.06,0.07,60.77,68.8,88.09,1036.94,370,29.58,31.23,94.54,24.23,27.09,89.97,5.55,7.65,73.65,0.16,0.06,-0.04,0.85,4.11,1.21,0.21,5.23,1.88,1.25,1.05,0.56,0.32,0.92,2.08,45.75,1.21,12.06,3.76,31.31,5.39,4.61,2.02,1.46,0.34,-0.06,1.15,0.39,2.28,2.13,0.04,,,,,,,,,,,,,,,,,,,
S. Ningsih,Sobianitedrucy,DF,Fighting Clippers,No,Yes,D,22,1996,5.97,0.09,0.15,0.05,0.04,0.12,0.1,-0.09,,36.17,0.06,0.08,-0.08,0.03,0.04,-0.08,0.05,-0.06,58.88,64.62,91.02,1177.2,381.34,17.46,18.48,94.58,32.67,33.93,96.45,7.73,10.93,69.12,0.01,-0.01,-0.09,0.12,4.44,0.33,0.15,4.74,2.07,1.34,1.43,0.58,0.08,0.34,0.95,33.4,0.63,8.82,2.75,30.87,4.22,4,0.6,1.75,0.49,-0.04,1.27,0.26,2.33,3.5,0.02,,,,,,,,,,,,,,,,,,,
J. Saidu,Nganion,FW,Fighting Clippers,No,Yes,D,34,1985,5.52,0.62,5.47,2,35.49,5.54,1.93,0.15,0.24,8.99,0,0,-0.09,0.78,0.87,0.21,-0.39,-0.38,22.74,27.88,81.4,325.31,25.49,13.82,15.16,91.82,6.89,9.2,75.07,1.33,1.84,70.07,0.17,0.15,0.08,1.88,0.32,0.53,-0.02,0.76,0.22,0.25,-0.05,0.27,-0.07,0.16,0.42,50.02,0.08,19.35,4.98,25.84,0.29,7.43,11.39,1.05,0.09,-0.04,0.96,0.12,0.3,0.62,-0.05,,,,,,,,,,,,,,,,,,,
F. Nyakaisiki,Nkasland Cronestan,FW,Fighting Clippers,Yes,Yes,D,25,1994,19.34,0.47,3.5,1.49,40.32,3.51,1.35,0.11,0.44,12.66,0.07,-0.09,0.04,0.6,0.5,0.09,-0.01,0.06,20.01,24.16,82.93,296.66,35.43,11.42,13.34,86.44,6.83,7.55,90.96,1.06,1.65,64.53,0.03,0.08,-0.03,1.15,1,0.56,-0.03,1.09,0.88,0.52,0.06,0.22,0.45,0.2,0.48,39.91,0.27,14.79,3.78,25.44,0.99,4.45,9.32,0.71,0.07,0.04,0.54,0.13,0.95,0.64,0.07,,,,,,,,,,,,,,,,,,,
F. Akwero,Sobianitedrucy,FW,Fighting Clippers,No,Yes,D,25,1993,8.29,0.18,2.3,0.99,42.18,2.25,0.91,0.2,0.29,18.48,0.04,-0.01,0.02,0.21,0.19,0.04,-0.05,0.06,33.44,43.73,76.31,510.78,118.83,20.58,22.94,89.56,8.83,11.02,81.39,3.05,7.42,42.63,0.19,0.09,0.11,2.37,1.78,1.67,0.2,2.88,1.45,0.96,0.98,0.13,0.32,0.31,1.55,25,1.15,12.21,2.95,24.58,3.94,3.46,5.01,1.13,-0.03,-0.02,1.28,0.38,1.73,0.21,-0.09,,,,,,,,,,,,,,,,,,,
K. Clark,Southern Ristan,FW,Fighting Clippers,Yes,Yes,D,32,1987,18.88,0.43,4.02,1.31,32.09,4.04,1.3,0.19,0.41,19.38,0.2,-0.09,0,0.37,0.28,0.06,0.11,0.21,28.47,37.99,75.15,484.73,117.91,15.7,17.99,86.91,8.45,11.16,74.87,3.67,6.66,54.86,0.4,0.33,0.06,2.84,2.1,1.73,0.35,3.41,1.17,0.99,0.2,0.58,0.56,0.25,1.56,12.92,1.41,26.67,7.8,29.18,2.13,10.91,13.49,0.97,0.25,0.02,0.8,0.09,1.4,0.08,-0.02,,,,,,,,,,,,,,,,,,,
C. Mugabirwe,Esia,FWMF,Fighting Clippers,No,Yes,D,25,1993,1.93,0.55,3.48,0.45,14.34,3.61,0.55,0.17,1.01,16.13,0.09,0.01,0.05,0.51,0.49,0.19,0.05,0.05,44.42,55.42,80.22,595.03,165.45,30.05,33.56,89.56,12.08,15.5,77.33,1.04,3.04,33.27,0.03,0.23,-0.19,1.96,3.09,1.93,0.46,5,1.96,1.58,0.48,0.94,0.45,0.51,0.98,50.09,0.49,19.91,6.52,32.56,3.03,12.43,4.42,1.09,-0.09,0.01,1.03,0.01,1.98,0.57,0.08,,,,,,,,,,,,,,,,,,,
H. Kirabira,Newgan Ruland,FWMF,Fighting Clippers,No,No,D,24,1995,11.46,0.29,2.99,1.2,38.22,3.07,1.06,0.11,0.39,15.48,-0.09,-0.07,0.08,0.29,0.44,0.21,-0.09,0.08,23.74,30.84,76.72,335.79,64.52,13.92,16.16,86.34,7.44,9.08,81.55,1.11,2.53,43.3,0.17,0.09,-0.07,1.89,0.69,1.36,0.19,2.2,0.86,0.53,0.18,0.52,0.35,0.22,0.97,16.71,0.83,24.76,4.34,17.73,3.19,10,11.77,1.32,0.07,0,1.43,0.26,1.15,0.23,-0.07,,,,,,,,,,,,,,,,,,,
R. Namande,Nganion,FWMF,Fighting Clippers,No,Yes,D,32,1987,24.15,0.21,1.67,0.52,35.79,1.73,0.67,0.18,0.22,15.17,-0.04,-0.03,0.02,0.23,0.19,0.13,-0.02,0.01,41.3,51.75,79.87,740.93,187.55,20.46,22.59,90.94,14.51,17.2,83.42,5.49,9.56,56.76,0.19,0.2,0.11,2.71,2.74,1.76,0.8,3.39,0.58,0.28,0.23,0.31,0.14,0.34,0.83,30.02,0.55,13.63,3.15,23.02,2.69,6.52,4.69,1.33,0.21,0.07,1.08,0.1,0.87,0.6,-0.02,,,,,,,,,,,,,,,,,,,
R. Nkosi,Sobianitedrucy,FWMF,Fighting Clippers,Yes,Yes,D,28,1991,31.25,0.25,3.75,1.31,32.73,3.7,1.15,0.1,0.14,19.87,0.15,0.24,0.17,0.4,0.36,0.12,-0.09,-0.14,46.53,57.23,81.29,777.24,178.16,25.38,28.31,89.65,15.63,18.7,83.35,4.61,7.83,59.08,0.18,0.29,0.05,2.7,2.81,1.93,0.29,4.53,1.05,0.79,0.23,0.43,0.17,0.44,1.58,24.05,1.19,13.54,3.97,28.83,2.72,5.84,5.05,0.86,0.08,0.05,0.86,0.83,1.72,0.19,0.06,,,,,,,,,,,,,,,,,,,
N. Busingye,Sobianitedrucy,GK,Fighting Clippers,No,Yes,D,22,1997,21.76,-0.08,-0.06,0.03,,0.02,0.09,,,,-0.06,-0.04,0.1,0.02,0.1,,-0.01,0.06,23.34,27.63,84.41,520.65,262.39,7.98,7.89,99.45,9.99,10.03,99.99,5.51,9.8,56.3,-0.08,0.04,-0.05,0.07,0.09,0.02,-0.05,0.06,-0.07,-0.05,0.09,-0.03,0.09,-0.09,0.01,0.01,0.15,0.22,0,0.09,0.12,0.05,0.04,0.03,-0.08,-0.09,0.12,0.01,0.02,0.1,0.01,22.07,20.91,1950.94,21.68,1.51,1.53,3.59,2.09,63.16,0.33,0.14,0.33,0.11,14.3,0.33,0.24,0.1,0.07,16.65
R. Owere,Western Niasland,GK,Fighting Clippers,No,No,D,30,1988,16.21,0.01,-0.06,0.05,,-0.01,0.03,,,,0,-0.05,0.07,-0.05,-0.09,,0.05,-0.01,24.93,28.7,87.23,585.83,344.47,6.65,6.71,99.92,11.83,11.98,99.43,6.11,9.82,62.9,-0.08,0.05,-0.01,0.02,0.14,-0.09,-0.07,0.07,-0.04,-0.04,-0.04,0.06,-0.05,-0.02,0.04,,0.02,0.28,-0.1,0.09,0.19,-0.1,-0.07,0.03,-0.08,0.1,0.06,0.08,0.05,0.08,0.07,16.96,16.93,1468.95,16.34,1.02,0.95,3.21,2.25,71.66,0.62,0.27,0.24,0.21,23.54,0.17,0.09,0.08,-0.03,-0.07
Z. Banda,Eastern Niasland,MF,Fighting Clippers,Yes,No,D,19,1999,12.6,0.09,1.82,0.68,34.74,1.91,0.65,-0.03,0.14,16.2,-0.09,-0.01,0.02,0.16,0.18,0.05,-0.11,-0.08,49.34,54.43,91,732.15,127.93,29.76,32.1,92.33,15.8,16.87,94,2.79,3.41,79.04,0.12,0.12,-0.05,1.21,2.54,0.52,0.1,2.25,1.28,0.81,0.31,0.43,0.4,0.53,1.8,24.92,1.51,19.79,5.4,27.59,5.33,9.04,5.39,1.32,0.01,0.09,1.34,0.56,1.74,0.57,0.09,,,,,,,,,,,,,,,,,,,
A. Mucunguzi,Esia,MF,Fighting Clippers,No,Yes,C,27,1991,13.6,-0.06,0.22,0.06,50.02,0.21,0.18,-0.01,-0.01,20.8,-0.01,0.01,0.07,0,-0.04,0.07,0.01,-0.05,69.04,79.71,86.64,1202.36,305.62,32.75,36.1,91.02,28.86,31.75,91.16,6.52,9.32,69.06,0.07,-0.01,-0.08,0.81,6.37,1.02,0.1,6.3,3.25,2.13,1.38,1.4,0.52,1.25,3.09,37.18,1.98,22.54,7.15,31.97,7.31,12.22,3.02,2.13,0.11,-0.05,1.91,0.8,4.14,1.91,0.02,,,,,,,,,,,,,,,,,,,
M. Delgado,Ledian,MF,Fighting Clippers,Yes,No,D,24,1994,8.39,0.05,0.24,0.06,0.01,0.32,-0.06,0.05,,14.39,0.03,0.01,-0.01,0.11,0.1,0.02,-0.06,-0.03,72.44,76.98,94.14,1292.29,269.53,34.62,36.93,93.94,27.29,28.6,94.97,8.78,9.27,96.19,0.09,0.06,-0.01,0.81,6.93,0.31,-0.07,4.35,1.73,1.28,0.63,0.91,0.23,0.44,1.57,30.76,1.03,14.34,4.74,33.25,3.5,8.99,1.73,0.73,0.2,-0.09,0.77,0.75,2.32,0.39,0.07,,,,,,,,,,,,,,,,,,,
R. Gentile,Lefghau,MF,Fighting Clippers,No,No,D,28,1991,14.18,0.06,0.89,0.54,58.27,0.9,0.53,0.26,0.35,19.94,-0.04,-0.02,0.08,0.07,-0.03,-0.03,0.17,0.15,50.51,58.45,86.55,942.57,227.89,21.52,23.76,91.05,22.01,23.83,92.1,5.83,8.21,70.76,0.12,0.06,-0.01,1.21,5.42,0.7,-0.01,4.01,3.93,2.61,1.45,1.68,0.64,1.2,3.53,33.96,2.27,28.87,7.33,25.55,8.44,15.33,5.02,1.82,0.26,-0.04,1.64,0.32,4.27,1.17,0.06,,,,,,,,,,,,,,,,,,,
C. Muhammadu,Nganion,MF,Fighting Clippers,Yes,Yes,D,23,1996,29.72,0.16,2.47,0.49,23.8,2.46,0.59,0.09,0.24,23.31,0.06,0.08,-0.07,0.14,0.14,0.04,0.05,-0.02,71.06,79.1,90.01,1329.4,323.11,30.89,33.23,92.88,28.92,30.8,93.66,10.09,11.85,84.64,0.13,0.22,0.02,1.61,7.99,1.83,0.13,7.59,1.68,1.05,0.68,0.57,0.23,0.77,2.35,29.9,1.63,18.4,5.55,30.13,5.43,8.32,4.72,1.49,0.03,-0.03,1.35,0.66,2.22,0.67,-0.06,,,,,,,,,,,,,,,,,,,
Q. Liang,Nkasland Cronestan,MF,Fighting Clippers,Yes,Yes,D,25,1994,32.48,0.13,2.44,0.7,27.39,2.37,0.68,0.07,0.19,23.05,0.04,-0.09,0.08,0.19,0.2,0.13,-0.06,0.04,54.09,62,87.25,980.26,266.23,24,26.25,91.7,23.08,25.45,90.51,5.95,8.08,73.13,0.08,0.08,0.03,1.44,8.06,1.35,0.08,6.83,0.92,0.58,0.39,0.3,0.08,0.24,1.4,22.14,1.09,14.36,3.98,27.63,3.26,6.93,4.14,1.56,0.2,-0.02,1.44,0.72,1.46,0.71,0.01,,,,,,,,,,,,,,,,,,,
W. Joao,Byasier Pujan,DF,Fighting Wave,No,Yes,D,19,1999,27.24,0.13,0.71,0.37,50.07,0.73,0.31,0.29,0.39,13.19,-0.06,-0.07,0.1,0.18,0.19,0.13,0.1,0.05,51.21,56.15,91.24,1088.09,293.44,14.06,14.9,95.1,26.51,28.78,92.63,9.13,10.67,86.36,-0.07,0.02,0.02,0.19,2.98,-0.03,-0.05,1.94,1.41,1.07,0.91,0.54,-0.01,0.5,0.99,48.38,0.52,7.98,2.57,33.57,4.45,3.24,0.26,1.8,0.93,0.03,0.85,0.54,2.03,5.27,0.21,,,,,,,,,,,,,,,,,,,
L. Achen,Lefghau,DF,Fighting Wave,No,No,D,28,1991,26.4,0.04,0.66,0.18,29.3,0.6,0.26,0.08,0.22,17.26,0.04,0.08,-0.02,-0.03,0.03,-0.03,-0.06,-0.06,64,74.45,86.06,1166.26,397.96,26.87,28.86,93.11,29.53,32.73,90.03,6.83,10.42,64.1,0.21,0.13,-0.06,1.22,4.25,1.69,0.58,5.57,1.56,0.94,0.9,0.55,0.28,0.55,1.27,35.23,0.92,11.22,3.25,28.29,4.52,4.5,2.2,1.8,0.17,0.04,1.7,1.33,2.89,2.09,0.14,,,,,,,,,,,,,,,,,,,
Z. Krajnc,Lefghau,DF,Fighting Wave,No,No,D,28,1991,16.08,0.11,0.82,0.27,28.64,0.8,0.21,0.16,0.49,24.12,0,-0.02,-0.02,0.01,0.01,0.08,-0.01,0.14,65.69,76.19,86.17,1173.58,378.04,30.31,32.35,94.2,27.95,30.96,89.93,6.79,11.12,62.05,0.01,0,-0.14,0.69,5.49,1.13,0.19,5.98,2.14,1.04,1.34,0.42,0.39,0.9,1.53,56.04,0.63,9.6,3.14,32.29,3.98,4.09,1.7,1.46,0.35,0.04,1.14,0.9,3.06,2.83,0.02,,,,,,,,,,,,,,,,,,,
H. Kabugho,Sobianitedrucy,DF,Fighting Wave,No,Yes,D,25,1994,7.73,-0.02,0.74,0.32,33.21,0.8,0.29,0.04,0.03,14.77,-0.09,0.05,-0.02,-0.03,0.14,0.09,-0.09,-0.04,51.24,56.61,90.62,994.79,347.62,15.18,15.73,95.92,29.95,32.99,91.39,4.99,6.57,78.09,-0.01,-0.06,0.06,0.03,2.28,-0.04,-0.02,2.38,1.02,0.84,0.66,0.36,0.1,0.59,0.62,79.92,0.03,6.71,1.85,26.9,2.64,4.05,-0.06,1.54,0.79,-0.07,0.72,0.52,1.53,5.61,0.05,,,,,,,,,,,,,,,,,,,
L. Yulianti,Sobianitedrucy,DF,Fighting Wave,Yes,Yes,D,32,1987,34.16,0.06,0.69,0.2,34.8,0.64,0.26,0.12,0.44,13.51,0.01,0.06,-0.04,0.09,0.05,0.1,-0.1,-0.06,53.5,61.08,87.6,1233.01,485.1,13.44,14.19,94.54,28.39,30.17,94.23,11.43,15.86,71.8,0.1,-0.06,-0.07,0.38,5.17,0.36,0.04,4,0.96,0.42,0.51,0.2,0,0.27,0.69,57.11,0.29,5.46,1.9,34.75,2.67,2.48,0.24,1.71,1.09,0.05,0.77,0.46,1.48,4.02,0.11,,,,,,,,,,,,,,,,,,,
O. Gamal,Sobianitedrucy,DF,Fighting Wave,No,Yes,D,20,1999,1.05,-0.02,0.91,-0.05,-0.07,1.1,-0.03,0.09,,18.37,0.08,-0.02,0.09,0.03,-0.05,0.09,-0.07,-0.01,52.92,61.02,86.86,899.05,353.92,24.05,24.08,99.93,26.04,28.95,89.64,3.09,6.96,42.83,-0.01,0,0.02,0.09,3.92,2.07,0.01,7.06,2.03,0.94,-0.08,1.01,1.04,1.92,4.02,49.9,2.09,16.97,5.9,35.33,4.97,6.98,4.93,3.91,0.07,-0.04,4.08,0.98,2.95,-0.05,0.07,,,,,,,,,,,,,,,,,,,
R. Bogere,Sobianitedrucy,DF,Fighting Wave,Yes,Yes,D,34,1984,2.18,0.46,0.44,0.45,100.05,0.45,0.38,1.05,0.95,6.98,-0.06,0.09,0.09,0.15,0.05,0.25,0.32,0.27,44.01,48.17,91.4,919.13,266.76,11.45,11.47,100.06,23.62,25.59,92.89,8.17,9.96,81.85,-0.07,-0.1,0.08,0.06,3.56,0.1,0.01,3.62,1.27,0.96,1.43,-0.02,-0.09,0.47,0.45,99.9,0.07,8.23,5.07,61.16,4.52,3.63,-0.07,2.22,1.34,0.07,0.84,0.36,1.74,4.57,0.04,,,,,,,,,,,,,,,,,,,
S. Nayiga,Sobianitedrucy,DF,Fighting Wave,No,Yes,D,26,1992,5.12,-0.07,0.27,0.02,-0.04,0.25,-0.07,-0.06,,25.37,0,0.01,-0.07,0.07,-0.02,0.01,0.04,-0.03,54.37,66.25,82.21,971.69,333.95,25.2,26.99,93.59,23.5,26.5,88.44,5.3,10.1,53.77,0.05,0.04,0.08,0.34,3.62,0.96,-0.08,4.52,2.07,1.06,1.26,0.86,-0.04,1.17,2.21,50,1.1,9.31,3.03,33.32,4.49,3.86,0.99,2.38,0.19,-0.08,2.05,1.43,3.5,2.91,-0.04,,,,,,,,,,,,,,,,,,,
A. Ansah,Varijitri Isles,DF,Fighting Wave,Yes,No,D,21,1998,4.52,0.27,0.34,0.28,50.02,0.37,0.18,0.46,0.92,6.97,0,-0.02,0.03,0.07,0.17,0.26,0.06,0.14,62.94,66.42,94.73,1196.61,304.96,18.88,19.6,96.7,37.65,39,96.64,5.27,6.37,82.73,0.31,0.11,0.22,0.19,0.63,0.39,-0.04,2.78,2.29,1.45,1.81,0.59,0.03,0.73,1.04,60.07,0.48,7.45,2.21,29.42,4.72,1.89,0.58,1.58,1.13,0.16,0.4,0.31,2.53,6.21,-0.04,,,,,,,,,,,,,,,,,,,
V. Rocha,Western Niasland,DF,Fighting Wave,No,No,D,31,1988,29.46,0.03,0.65,0.22,24.95,0.63,0.21,0.1,0.44,18.65,-0.04,0.06,0.01,0.02,-0.02,0.13,0.07,0.01,69.75,78.61,88.45,1279.87,474.65,30.39,32.39,93.67,31.53,33.86,93.06,7.13,10.83,65.82,0.21,0.12,0.02,1.5,5.79,1.82,0.55,7.16,2.45,1.32,1.25,0.97,0.14,1.03,2.19,48.46,1.22,11.8,3.44,29.96,5.2,4.86,1.86,1.67,0.37,0.02,1.52,0.77,3.27,1.8,0.02,,,,,,,,,,,,,,,,,,,
L. De Wit,Greri Landmoslands,FW,Fighting Wave,Yes,Yes,D,34,1985,32.4,0.88,6.1,2.02,34.24,6,2.09,0.01,0.27,18.76,0.63,0.29,0.3,0.78,0.53,0.03,0.09,-0.02,33.6,39.86,84.25,480.2,92.78,20.57,23.04,88.87,9.56,10.86,89.08,2.07,2.64,72.7,0.07,0.23,-0.09,1.57,1.97,1.11,0.18,2.45,0.55,0.37,0.21,0.21,0.28,0.08,0.7,19.95,0.47,7.73,1.68,22.29,0.58,2.75,4.15,0.49,0.14,0.02,0.31,0.25,0.65,0.73,-0.01,,,,,,,,,,,,,,,,,,,
B. Esposito,Imaar Vircoand,FW,Fighting Wave,No,No,D,31,1987,20.74,0.39,3.54,1.59,42.69,3.64,1.6,0.11,0.27,14.57,-0.08,0.06,-0.01,0.46,0.42,0.21,-0.06,-0.09,26.08,31.38,83.36,475.67,60.28,11.53,13.49,87.03,9.61,10.95,87.72,3.81,4.64,81.28,0.16,0.31,0.05,1.81,1.78,0.92,0.06,2.26,0.43,0.47,0.06,0.18,0.29,0.11,1.46,9.46,1.45,14.49,3.43,23.96,0.78,5.41,8.21,0.99,0.15,0.08,0.74,0.06,0.68,0.75,0.07,,,,,,,,,,,,,,,,,,,
F. O'Reilly,Moaithe,FW,Fighting Wave,Yes,No,D,20,1998,0.14,0.07,0.04,0.04,,0.03,0.03,,,,0.06,0.05,0.01,0.01,-0.06,,0.01,0.02,20,20.06,99.96,520.09,0.04,0.08,-0.09,,20.08,20.06,100.09,-0.03,0,,-0.03,0.08,-0.03,0.01,-0.02,0.09,0,-0.1,0.02,0.02,0.09,-0.01,0.08,-0.09,-0.08,,-0.04,49.96,0.09,-0.03,-0.02,29.97,19.99,0.08,0.01,0,-0.07,-0.04,-0.07,-0.08,0.03,,,,,,,,,,,,,,,,,,,
I. Kafeero,Sobianitedrucy,FW,Fighting Wave,No,Yes,D,20,1999,0.34,0.1,3.3,3.27,100,3.09,2.99,-0.03,0.09,14.22,-0.06,-0.01,-0.04,0.32,0.4,0.14,-0.43,-0.3,36.65,50.06,73.38,593.35,76.69,20.05,20.03,99.93,16.72,23.3,71.31,-0.03,3.37,0,0.03,-0.06,-0.04,-0.03,0.06,-0.07,0.06,0.05,3.35,0.01,3.41,0.05,-0.06,3.26,6.69,50.05,3.37,43.28,6.72,15.47,3.26,19.9,20.07,0.04,0.08,0.06,-0.06,-0.1,3.4,0.02,0.01,,,,,,,,,,,,,,,,,,,
V. Ngwira,Sobianitedrucy,FW,Fighting Wave,No,Yes,D,21,1998,1.21,-0.05,1.52,0.73,50.01,1.49,0.7,-0.03,0.03,28.72,-0.04,-0.02,0.05,-0.01,0.06,0.08,-0.1,0,33.74,44.64,75.96,514.63,84.51,17.7,19.15,91.97,13.85,18.44,75.06,1.63,3.75,39.99,-0.04,0.06,-0.02,1.48,1.55,-0.03,-0.06,1.6,3.83,0.67,1.58,0.71,1.5,0.78,2.39,33.34,1.53,8.55,2.41,27.36,0.87,2.38,5.29,0.78,0.05,-0.03,0.74,0.72,4.61,-0.09,-0.06,,,,,,,,,,,,,,,,,,,
G. González,Imaar Vircoand,FWMF,Fighting Wave,No,No,D,25,1993,23.97,0.53,4.15,1.41,35.04,4.24,1.37,0.11,0.22,19.2,0.42,0.01,0.11,0.42,0.41,0.07,0,0.1,53.33,63.96,83.49,899.53,212.41,29.5,32.73,89.96,16,18.31,87.18,6.44,10.05,64.3,0.34,0.23,-0.04,2.88,4.03,2.23,0.47,4.97,1.06,0.74,0.38,0.53,0.16,0.37,1.31,24.91,1.02,16.87,4.73,27.74,1.43,6.52,8.69,1.16,0.02,-0.03,1.14,0.49,1.56,0.04,-0.02,,,,,,,,,,,,,,,,,,,
H. Kelmendi,Lefghau,FWMF,Fighting Wave,No,No,D,28,1990,8.93,0.19,2.17,0.99,39.9,2.15,0.93,0.13,0.2,21.41,0.09,-0.02,-0.05,0.07,0.13,0,0.08,-0.05,43.97,55.12,80.04,788.7,211.48,22.14,24.61,90.48,15.22,18.1,84.55,5.35,9.14,59.37,0.48,0.38,0.05,3.78,3.84,1.43,0.41,5.07,0.5,0.64,0.42,0.14,-0.03,0.08,1.13,10.09,0.97,12.73,2.85,21.9,2.51,5.88,4.56,1.06,-0.04,0.08,1.05,0.67,1.17,0.38,0.1,,,,,,,,,,,,,,,,,,,
J. Vásquez,Nkasland Cronestan,GK,Fighting Wave,Yes,Yes,D,29,1990,28.82,-0.04,0,-0.08,,-0.1,-0.04,,,,0.06,-0.05,0.05,0,-0.06,,-0.05,-0.05,22.88,26.42,86.19,612.71,302.88,4.39,4.35,99.93,9.8,9.94,98.38,8.32,11.82,71.17,0.08,-0.01,0.1,0.09,0.02,0,-0.09,0.05,-0.08,0.07,0.04,0.03,-0.03,-0.07,0.07,,-0.04,0,-0.01,0.07,0.03,0.02,0.01,-0.02,-0.03,0.03,0.01,-0.02,0.09,0.01,0.09,29.01,28.93,2591.07,28.72,1.17,1.24,4.23,3.27,79.24,0.67,0.23,0.13,0.45,37.94,0.43,0.24,-0.02,0.08,11.19
A. Amongin,Sobianitedrucy,GK,Fighting Wave,No,Yes,D,29,1990,0.22,0.01,0.01,-0.03,,0,-0.01,,,,-0.03,0.05,0.05,0.01,-0.09,,0.02,-0.05,14.91,15,100.08,404.96,345.01,-0.05,0.05,,9.97,9.94,100.1,4.99,5.03,99.99,-0.03,-0.04,0.06,-0.1,-0.01,0.09,-0.05,-0.07,0.06,0.03,0.04,0,-0.03,0.09,-0.04,,-0.09,-0.06,0.07,,0.1,0.02,0.08,-0.08,-0.09,0,-0.05,0.08,0.01,-0.08,0.08,1.08,0.08,18.9,0.12,0.01,-0.03,0.03,0.02,,-0.1,0.04,-0.09,-0.01,,0.08,0.01,0.06,0,
N. Tkachuk,Sobianitedrucy,GK,Fighting Wave,No,Yes,D,41,1978,9.02,-0.09,-0.09,0.04,,0.01,0.02,,,,0.02,-0.08,-0.1,-0.04,0.07,,0.08,0.04,21.79,23.57,92.01,502.97,278.38,6.44,6.39,100.02,8.83,8.89,99.96,5.58,7.26,75.82,0.1,0.03,-0.09,0.18,0.03,0.05,0.03,-0.02,0.02,0.1,-0.05,0.1,0.01,0.05,0.08,,0.06,0.15,-0.06,0,0.18,-0.01,-0.08,0.05,-0.07,0.04,-0.07,-0.09,0.06,-0.01,-0.06,8.95,9.05,810.02,8.94,1.14,1.06,3.63,2.6,71.94,0.75,0.09,0.18,0.16,11.11,0.12,0.19,-0.05,0.17,-0.05
K. Mohammadzadeh,Djipines,MF,Fighting Wave,Yes,No,D,28,1990,11.79,0.35,2.38,0.79,33.34,2.34,0.79,0.05,0.23,17.24,0.04,-0.05,0.03,0.32,0.17,0.14,0,-0.06,55.5,63.74,87.09,820.17,149.1,32.18,35.77,90.01,17.84,19.78,90.96,3.47,5.23,66.13,0,0.13,0.02,1.48,4.81,0.47,0.14,3.01,2.41,1.59,0.59,1.13,0.53,0.54,2.18,27.99,1.53,19.56,5.6,28.4,3.46,8.62,7.61,1.87,0.2,-0.05,1.49,0.71,3.07,0.64,-0.03,,,,,,,,,,,,,,,,,,,
O. Maulana,Dosqaly,MF,Fighting Wave,Yes,Yes,D,24,1995,21.23,-0.05,0.88,0.2,31.53,0.83,0.34,0.14,0.25,18.78,0.03,0.01,-0.04,0.02,-0.02,0.12,0.07,0,47.96,53.82,89.15,759.37,136.45,25.53,27.38,93.46,17.96,19.24,93.13,3.21,4.1,79.45,0.14,-0.04,0.04,0.59,3.88,0.42,0.17,2.03,2.63,1.79,0.74,1.11,0.63,0.93,2.1,44.15,1.21,23.32,7,30.1,5.86,11.63,5.93,2.14,0.44,0.02,1.72,1.16,3.84,0.82,-0.01,,,,,,,,,,,,,,,,,,,
