Player,Nation,,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1.3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Top5
C. Mari?,Giumle Lizeibon,1,FWMF,Spicy Gophers,No,Yes,C,27,1992,5.07,0.26,1.87,0.67,33.32,1.79,0.68,0.1,0.28,18.66,-0.06,-0.02,-0.05,0.15,0.18,0.06,-0.01,0.09,25.28,36.59,68.95,450.28,179.8,12.15,13.65,89.65,8.29,12.97,63.03,3.82,8.21,46.22,0.09,0.17,-0.21,2.1,3.06,1.59,0.44,4.14,1.07,0.82,0.1,0.53,0.26,0.02,0.82,-0.03,0.84,11.57,3.36,29.32,2.07,5.31,4.29,1.64,0.03,0.02,1.65,1.1,1.95,0.99,0.01, , , , , , , , , , , , , , , , , , , ,No
X. Seidu,Giumle Lizeibon,,FWMF,Supreme Jaguars,Yes,Yes,C,26,1994,10.52,-0.1,0.95,0.19,9.13,0.96,0.09,0.05,0.04,19.55,0.01,-0.03,-0.06,0.09,0.13,-0.03,0.03,0.01,27.48,34.5,79.86,399.41,91.33,16.21,18.9,85.84,8.51,9.73,86.31,1.72,2.61,64.29,-0.07,-0.03,0,0.48,1.55,0.37,-0.08,2.04,1.35,1.21,0.58,0.78,-0.01,0.44,1.34,33.23,0.95,20.17,5.91,29.7,6.36,9.38,4.42,2.1,0.12,-0.01,1.96,0.68,2.08,0.45,0.01, , , , , , , , , , , , , , , , , , , ,No
J. Ojok,Giumle Lizeibon,1,GK,Supreme Jaguars,No,Yes,C,35,1985,2.78,0,-0.09,0.02,,0.1,0.04,,,,0.07,-0.09,0,-0.01,-0.07,,-0.07,0.03,18.57,28.05,65.89,532.63,311.1,2.88,2.88,100,9.54,9.55,100.06,5.98,15.53,38.2,-0.07,-0.06,0.06,-0.02,0.33,0.06,-0.08,0.06,-0.08,0.02,0.06,-0.05,0.03,-0.05,-0.02,,0.03,-0.04,-0.09,,0.03,-0.03,0.1,-0.09,-0.03,0.01,0.1,-0.03,-0.08,0.05,-0.01,2.95,1.97,239.07,2.63,4.5,4.52,8.98,4.91,49.98,0.07,0,0.8,-0.03,0.07,-0.02,-0.07,0.06,0,,No
V. Inoue,Giumle Lizeibon,,DFMF,Ultimate Dolphins,Yes,Yes,C,28,1992,29.69,0.04,0.8,0.14,28.7,0.69,0.19,0.03,0.3,22.28,0.11,-0.07,-0.01,0.03,0.09,0.08,-0.04,-0.06,64.46,75.71,85.16,1334.37,428.13,20.94,23.2,91.24,33.51,36.88,90.6,9.54,14.18,67.14,0.04,0.14,0.1,0.78,7.83,1.25,0.08,6.4,1.39,0.91,0.44,0.82,0.16,0.39,1.35,32.42,0.78,11.69,4.33,38,4.05,5.95,1.78,1.54,0.56,-0.05,1.03,1.25,2.5,3.24,-0.03, , , , , , , , , , , , , , , , , , , ,No
W. Longwe,Giumle Lizeibon,,DF,Ultimate Longhorns,Yes,Yes,C,27,1992,28.2,0.07,0.92,0.17,24.91,0.76,0.11,0.12,0.26,12.78,0.06,0.09,0.02,0.09,0.03,0.01,-0.06,-0.08,55.54,67.06,82.7,1188.99,413.36,15.98,17.81,89.74,29.54,32.96,89.59,9.47,15.12,62.57,-0.04,0.08,0.08,0.31,4.69,0.36,-0.04,5.35,2.67,1.52,1.77,0.74,0.06,1.21,2.62,43.21,1.58,12.28,4.43,35.66,7.34,4.17,0.67,1.63,0.57,-0.01,1.09,1.24,4.07,5.12,0.04, , , , , , , , , , , , , , , , , , , ,No
H. Marroquín,Giumle Lizeibon,,MFDF,Ultimate Longhorns,Yes,Yes,C,31,1989,17.52,-0.03,0.75,0.21,30.82,0.71,0.16,0.04,0.23,13.4,-0.09,-0.04,-0.09,0.1,-0.03,0.15,0.02,-0.04,40.49,50.46,80.12,795.75,252.27,14.99,16.45,90.26,19.7,23.37,84.63,5.2,8.95,58.21,-0.09,0.01,-0.09,0.27,3.38,0.24,0.04,3.77,2.57,1.55,1.46,1.03,0.11,0.85,2.24,36.71,1.38,16.99,5.02,29.44,7.65,8.13,1.26,2.54,0.8,-0.04,1.8,1.33,3.98,3.46,0.14, , , , , , , , , , , , , , , , , , , ,No
G. Poulsen,Moaithe,,MFDF,Marvelous Anchors,No,No,C,30,1990,0.75,-0.03,0.07,0.08,,0.01,0.04,,,,0.08,0.02,-0.05,0.06,-0.04,,-0.05,-0.07,25.78,31.46,81.84,421.35,38.68,9.92,12.94,77.78,12.91,14.29,89.99,1.44,1.48,100.06,-0.07,-0.05,-0.06,0.01,1.49,-0.02,0.04,-0.01,2.87,1.45,1.5,0.02,1.46,1.44,1.41,99.94,-0.07,18.59,1.37,7.63,8.49,8.59,1.47,4.25,1.52,0.05,2.76,2.86,5.62,0.07,-0.04, , , , , , , , , , , , , , , , , , , ,No
R. Zamani,Giumle Lizeibon,,DFFW,White Firebirds,Yes,Yes,C,23,1997,0.94,0.05,3.37,2.21,66.75,3.2,2.2,-0.09,0.03,13.51,-0.01,-0.05,0.04,0.47,0.38,0.12,-0.34,-0.42,43.34,56.66,76.4,567.89,218.89,23.28,24.45,95.53,16.77,24.34,68.15,1.06,2.14,50.01,-0.1,-0.07,0.01,-0.03,2.31,1.11,1.11,4.35,2.15,2.21,0.02,1.06,1.12,0,3.31,-0.02,3.38,34.48,6.71,19.31,5.63,23.36,5.5,2.19,0.04,-0.01,2.15,1.07,3.37,2.24,0.02, , , , , , , , , , , , , , , , , , , ,No
L. Wasswa,Landli Blicporlip,,MFFW,Marvelous Anchors,No,No,C,26,1994,2.48,0.08,1.16,0.01,-0.04,1.16,0.04,0.02,,13.46,0.06,-0.02,0.04,0.09,0.09,0.05,-0.13,-0.1,22.5,29.51,76.06,362.83,85.84,13.32,15.1,88.85,7.15,9.08,77.29,1.61,3.81,44.49,0.07,0.1,0.03,0.51,1.19,0.03,0.05,2.99,2.06,0.74,0.43,0.82,0.75,0.35,1.21,33.23,0.76,28.8,6.22,21.67,5.09,14.28,9.61,1.75,0.38,-0.1,1.31,2.06,4.13,0.81,-0.08, , , , , , , , , , , , , , , , , , , ,No
W. Isah,Giumle Lizeibon,,MF,White Firebirds,Yes,Yes,C,26,1994,22.5,0.37,2.59,0.97,37.56,2.54,1.01,0.06,0.2,23.57,0.21,0.1,0.13,0.24,0.14,0.03,0.07,0.05,47.42,59.62,79.57,836.45,256.89,23.44,26.29,89.42,17.51,20.8,83.87,5.35,9.81,54.17,0.19,0.18,0.1,1.27,5.45,2.11,0.24,7.07,1.71,1.23,0.68,0.88,0.02,0.46,1.44,28.14,1.06,13.57,4.59,33.6,3.62,7.16,2.87,0.81,0.22,0.03,0.6,1.68,3.19,1.29,-0.02, , , , , , , , , , , , , , , , , , , ,No
A. Azmi,Giumle Lizeibon,,FW,Wicked Gentlefolk,Yes,Yes,C,23,1997,23.65,0.7,2.85,1.23,41.86,2.78,1.19,0.33,0.58,12.57,0.06,0,-0.01,0.44,0.3,0.06,0.33,0.28,19.85,28.19,70.42,283.9,44.94,12.06,15.57,77.34,5.75,8.18,70.4,1.21,2.13,59.28,0.26,0.11,0.13,1.07,1.05,0.52,0,1.55,0.67,0.31,0.01,0.31,0.33,0.03,1.01,4.51,0.97,16.4,4.14,25.55,0.7,6.45,9.25,0.75,0.11,-0.07,0.67,0.39,1.03,0.69,0.07, , , , , , , , , , , , , , , , , , , ,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Ji,Greri Landmoslands,,MF,Green Fleet,Yes,Yes,A,25,1994,34.41,0.53,3.11,1.24,36.32,3.22,1.07,0.08,0.25,21.98,0.51,0.36,0.21,0.47,0.31,0.16,0.11,0.06,49.41,66.37,74.66,946.14,271.59,23.54,27.51,85.62,17.04,21.4,79.84,7.72,13.75,57.16,0.36,0.3,-0.04,2.67,5.21,2.88,0.13,6.59,1.64,1.11,0.59,0.68,0.47,0.43,2.57,19.83,2.14,20.91,5.14,25,3.35,9.96,7.4,1.1,0.1,0.05,1.2,0.74,2.47,0.68,0.01, , , , , , , , , , , , , , , , , , , ,No
D. Asaba,Greri Landmoslands,1,DF,Mighty Jays,No,Yes,A,28,1991,8.23,-0.09,0.76,0.33,28.56,0.93,0.31,0.08,0.07,24.52,0.06,-0.1,0.01,0.07,0.05,0.05,-0.07,-0.05,42.24,55.71,75.74,691.15,253.04,24.03,27.34,87.79,14.11,18.7,76.07,3.58,7.48,48.45,0.07,0.11,0.02,0.65,3.46,0.85,0.21,3.33,1.94,1.13,1.03,0.66,0.3,0.67,2.67,27.27,1.95,14.03,4.24,30.27,6.32,5.19,2.6,1.73,0.32,0.01,1.41,1.01,2.85,2.53,0.03, , , , , , , , , , , , , , , , , , , ,No
E. Alowo,Greri Landmoslands,,FW,Old Mustangs,Yes,Yes,A,23,1996,12.34,0.79,3.64,2.14,56.54,3.78,2.18,0.16,0.29,13.62,-0.02,0.09,0.05,0.58,0.55,0.17,0.12,0.15,26.34,36.3,72.44,433.56,99.06,14.6,17.75,81.77,9,12.3,74.14,2.44,3.87,61.17,-0.01,0.07,-0.16,1.06,2.61,1.12,0.04,3.76,1.17,0.79,0.42,0.56,0.16,0.32,2.86,14.33,2.47,23.85,6.02,25.4,4.77,8.39,10.55,0.92,0.17,-0.03,0.86,0.61,1.85,0.39,-0.09, , , , , , , , , , , , , , , , , , , ,No
H. Ochan,Greri Landmoslands,1,GK,Punctual Rustlers,No,Yes,A,20,1999,0.55,0.05,-0.06,0.07,,-0.08,-0.02,,,,-0.05,0.03,0.05,0.06,-0.09,,0.03,0.06,17.97,34.06,52.98,619.95,446.05,1.98,2.02,100.09,6.1,5.99,99.94,9.99,25.99,38.45,-0.01,0.04,-0.01,0.03,-0.01,-0.05,-0.04,-0.04,-0.05,0.08,0.02,-0.02,0.09,0.02,0,,0.07,-0.05,-0.06,,0,0.02,-0.01,0.01,-0.02,-0.05,-0.05,0.07,-0.01,-0.02,-0.08,1.08,-0.03,48.08,0.56,-0.08,-0.02,6,6.06,100.03,0.05,0.02,-0.08,-0.06,,0.01,0.01,0.09,0.02,,No
P. Acan,Lefghau,,DF,Mean Trolls,No,No,C,23,1997,17.3,0.12,0.53,0.21,22.17,0.51,0.2,0.2,0.42,18.88,-0.03,0.06,-0.08,-0.01,-0.01,0.11,0.02,-0.04,35.01,47.37,73.82,658.04,224.58,14.6,16.72,87.17,16.05,20.06,79.71,4.29,9.16,48.15,-0.02,0.04,0.01,0.77,1.01,1.05,0.48,2.42,1.98,1.14,1.06,0.75,0.35,0.62,1.55,38.49,0.94,12.99,4.63,36.27,5.7,5.32,1.95,2.52,0.28,0.07,2.32,1.18,3.13,3.24,-0.01, , , , , , , , , , , , , , , , , , , ,No
X. Muhwezi,Greri Landmoslands,1,MF,Punctual Rustlers,No,Yes,A,27,1993,17.42,0.04,0.88,0.27,21.47,0.78,0.1,0.09,0.01,25.1,0.09,-0.02,0.07,0,-0.03,-0.04,-0.06,-0.13,43.18,51.78,83.29,853.1,202.51,17.72,20.26,87.56,17.89,20.25,87.34,6.95,9.85,70.5,0.13,0.08,0.05,0.86,4.71,0.77,0.03,4.55,2.71,1.99,1.25,1.32,0.2,1.13,3.3,32.87,2.18,21.21,6.76,32.2,7.15,10.73,3.4,1.82,0.14,0.02,1.73,0.78,3.61,0.58,-0.06, , , , , , , , , , , , , , , , , , , ,No
S. Kasamba,Greri Landmoslands,1,DF,Solemn Cougars,No,Yes,A,26,1993,10.76,0.08,0.72,0.33,57.19,0.59,0.33,-0.06,0.07,19.79,-0.03,-0.04,0.08,0.11,0.12,0.13,-0.04,-0.07,38.5,49.11,78.34,618.89,209.58,19.67,22.86,85.8,15.16,18.84,81.1,2.51,4.58,55.14,0.11,-0.02,0.13,0.92,1.72,0.98,0.05,4.19,3.38,1.67,1.78,1.29,0.43,1.17,2.82,38.66,1.8,18.85,6.37,34.32,8.03,7.07,3.7,2.62,-0.01,0.05,2.56,1.57,4.99,2.38,-0.07, , , , , , , , , , , , , , , , , , , ,No
Q. Annan,Greri Landmoslands,1,MF,Solemn Cougars,No,Yes,A,18,2001,0.81,0.01,1.05,1.04,100.05,0.98,1.12,0.06,-0.04,21.94,0.03,0,-0.08,0.17,0.14,0.08,-0.17,-0.03,21.09,28.89,73.11,343.33,57.83,12.11,17.88,68.88,7.69,8.97,87.48,1.13,1.08,100.07,-0.1,-0.02,0.02,0.08,0.08,0.01,0,1.17,0.01,-0.09,0.07,0.05,0.02,-0.06,0.06,,-0.06,21.12,7.83,36.73,8.84,9.99,2.27,1.21,1.09,-0.08,0,1.2,1.03,-0.02,0.09, , , , , , , , , , , , , , , , , , , ,No
N. Nowak,Cuandbo,,FW,Mean Trolls,No,No,C,31,1989,5.98,-0.08,1.89,0.98,54.56,1.79,1.04,0.06,0.1,15.6,0.08,-0.08,0.37,0.52,0.35,0.11,-0.49,-0.36,18.43,29.33,63.07,337,73.01,7.98,11.88,67.68,6.91,11.03,62.18,2.88,3.73,77.33,0.21,0.21,-0.12,1.72,2.09,0.74,0.27,2.65,0.44,0.18,0.01,0.24,0.17,0.17,0.53,33.35,0.38,14.08,5.07,36.85,2.64,6.39,5.09,1.44,0.34,-0.05,1.19,0.16,0.62,0.62,-0.06, , , , , , , , , , , , , , , , , , , ,No
X. V?tols,Greri Landmoslands,1,FWMF,Weak Tornadoes,No,Yes,A,26,1993,27.59,0.14,1.67,0.48,34.8,1.66,0.63,0.13,0.16,17.61,-0.04,0.02,0.07,0.29,0.23,0.12,-0.13,-0.01,21.8,30.26,71.9,364.44,88.33,11.18,13.6,81.18,7.65,9.63,80.66,2.27,4.77,45.81,0,0.13,-0.2,1.68,0.73,1.17,0.31,1.91,1.08,0.74,0.55,0.28,0.16,0.23,0.83,18.15,0.6,16.16,4.66,29.48,2.89,6.74,6.56,1.32,0.05,-0.03,1.29,0.66,1.65,0.9,0.03, , , , , , , , , , , , , , , , , , , ,No
Z. Musenero,Greri Landmoslands,,MFDF,Flawless Cows,Yes,Yes,B,28,1991,15.98,0.19,1.04,0.24,29.38,1.15,0.38,0.13,0.37,12.74,0.05,0.1,0.02,0.08,0.12,0.02,-0.08,0.08,69.07,74.18,92.98,1285.24,337.41,27.44,28.42,96.05,32.4,34.26,94.61,7.92,9.54,83.52,0.01,0.11,-0.06,0.15,5.25,0.14,0.16,3.75,1.46,0.66,0.38,0.96,0.21,0.43,1.3,40.09,0.77,11.14,3.58,31.67,3.12,6.47,1.66,1.11,0.39,-0.06,0.74,1.85,3.37,2.68,0.05, , , , , , , , , , , , , , , , , , , ,No
J. Leng,Greri Landmoslands,1,MFFW,Glistening Paladins,No,Yes,B,23,1997,0.44,0,2.1,2,100.08,2.19,2.01,-0.06,-0.06,15.61,0.08,0.08,0.02,0.63,0.51,0.27,-0.69,-0.63,19.96,23.93,83.36,384.03,70,7.92,11.93,66.68,10.07,10.03,99.93,1.93,2.03,100.09,0.02,0.1,0.07,0.02,0.02,-0.01,-0.08,1.98,0.02,0.03,-0.07,0.03,-0.04,-0.03,1.95,0.05,1.92,33.96,8,23.58,5.97,20.07,8.05,-0.07,-0.03,-0.06,-0.1,1.93,1.91,1.95,0.03, , , , , , , , , , , , , , , , , , , ,No
V. Apio,Greri Landmoslands,1,MFFW,Mean Colts,No,Yes,B,19,2001,1.78,0.58,1.07,0.65,50.08,1.21,0.52,0.52,1.05,17.51,0.07,0.08,0.05,0.42,0.3,0.39,0.19,0.23,25.04,33.24,75.04,487.7,109.94,7.15,9.96,72.15,13.31,13.87,96.1,2.88,6.11,45.51,0.51,-0.03,0.48,1.59,2.74,1.15,0.04,3.38,3.24,2.7,1.04,2.24,-0.09,2.18,2.24,100.07,0.05,16.65,7.27,43.31,5.65,8.89,2.18,1.77,0.06,-0.09,1.71,0.08,3.25,1.19,-0.01, , , , , , , , , , , , , , , , , , , ,No
I. Nabatanzi,Greri Landmoslands,1,DF,Somber Stallions,No,Yes,B,36,1983,35.47,0.02,0.8,0.26,34.66,0.81,0.21,0.06,0.32,11.09,0.05,0.1,0.02,-0.06,0.09,0.05,0.06,0.01,59.9,66.02,90.61,1302.27,375.73,17.4,18.74,92.51,30.22,31.97,94.72,11.81,14.45,81.45,-0.04,0.09,0.09,0.37,3.64,0.3,0.14,3.69,1.35,0.81,0.99,0.27,0.1,0.79,1,73.79,0.36,5.56,2.02,36.05,3.43,1.57,0.45,1.75,0.89,0.07,0.89,0.96,2.31,5.04,-0.06, , , , , , , , , , , , , , , , , , , ,No
H. Nuraeni,Republic of Denand Landsa,,FWMF,Mean Trolls,No,No,C,23,1996,0.32,0.03,0.04,-0.06,,0.02,-0.06,,,,0.05,0.07,-0.05,-0.07,0.05,,-0.07,-0.05,14.92,32.51,46.18,195.04,57.44,7.41,12.54,59.92,5.1,10.07,49.98,-0.02,4.96,-0.02,2.43,1.67,0.69,2.51,0.03,0.09,-0.06,0,2.46,2.44,0.04,2.47,0.04,2.47,2.41,99.95,0,24.99,7.41,29.95,2.45,22.55,0,2.45,-0.03,0.05,2.58,4.97,7.47,-0.03,0.1, , , , , , , , , , , , , , , , , , , ,No
P. Nahabwe,Greri Landmoslands,1,DF,Somber Stallions,No,Yes,B,20,2000,9.61,0.03,0.13,-0.01,0.1,0.15,0.03,-0.04,,26.65,-0.02,0.07,-0.1,-0.07,0.09,0,-0.07,0,62.78,71.38,87.73,1213.09,385.32,25.88,27.73,93.34,26.02,28.94,90.47,9.8,12.84,76.08,0.05,0.01,0.04,0.27,5.14,0.23,0.04,3.78,2.81,1.75,1.72,0.77,0.15,1.78,2.67,67.94,0.88,11.35,3.94,34.18,6.01,4.16,1.27,2.24,0.34,0.02,1.72,1.04,3.89,3.48,0.1, , , , , , , , , , , , , , , , , , , ,No
K. Gao,Greri Landmoslands,1,MF,Somber Stallions,No,Yes,B,25,1994,13.32,0.03,1.41,0.41,27.72,1.34,0.32,0.01,0.12,20.8,0.03,-0.03,-0.06,0.05,-0.02,0.08,-0.04,0.03,58.95,66.24,88.8,1151.14,257.37,23.3,25.02,93.15,26.16,28.38,91.81,8.51,10.74,78.45,0.16,0.24,0,1.36,6.51,0.62,0,4.84,2.31,2.05,0.89,0.93,0.43,0.42,2.45,18.73,1.98,20.27,7.19,35.5,5.46,11.61,2.98,1.17,0.24,-0.07,1.05,1.24,3.46,1.96,0.07, , , , , , , , , , , , , , , , , , , ,No
X. Durand,Greri Landmoslands,,MF,Somber Stallions,Yes,Yes,B,22,1997,14.2,0.11,1.5,0.14,14.26,1.4,0.22,0,0.31,22.2,0.17,-0.07,-0.03,0.07,0.14,0.08,-0.03,-0.13,58.38,70.06,83.24,1229.29,293.8,23.41,26.28,89.76,21.61,24.95,86.4,11.7,16.23,72.83,0.21,0.02,0.06,1.25,7.21,0.75,0.08,6.87,1.27,0.83,0.37,0.92,0.3,0.34,2.12,20.62,1.6,16.65,4.7,27.82,3.85,8.64,3.95,1.18,0.21,0.07,1.17,1.3,2.52,0.74,0.01, , , , , , , , , , , , , , , , , , , ,No
P. Byarugaba,Greri Landmoslands,1,MF,Swift Rustlers,No,Yes,B,20,1999,2.62,-0.01,0.28,-0.03,0.04,0.43,0.1,-0.06,,8.91,0.02,0.09,0.08,0.1,0.09,0.03,0.05,-0.12,51.05,59.64,85.68,994.73,228.16,15.83,17.89,89.55,27.5,29.69,92.56,6.33,9.2,67.99,-0.04,0.09,-0.08,1.14,7.06,1.48,-0.08,4.15,5.1,2.98,1.88,2.13,1.05,2.98,5.12,57.2,2.13,17.06,3.99,24,4.17,11.07,1.81,1.14,0.09,-0.05,1.14,1.02,6.23,0.39,0.01, , , , , , , , , , , , , , , , , , , ,No
O. Ninsiima,Greri Landmoslands,1,MFFW,Swift Rustlers,No,Yes,B,25,1995,17.22,0.15,1.59,0.65,42.36,1.51,0.58,0.04,0.26,14.92,0.04,-0.07,0.02,0.22,0.21,0.18,-0.04,0.12,30.68,36.73,83.47,442,96.8,18.22,20.7,88.4,9.78,11.56,85.74,1.46,2.27,64.2,0.09,0.2,-0.02,1.19,1.38,1.22,0.42,2.46,2.36,1.35,0.62,0.64,0.93,0.76,2.41,28.51,1.79,18.11,5.73,31.48,2.99,8.46,6.59,1.39,0.07,-0.06,1.53,0.75,2.98,0.28,0, , , , , , , , , , , , , , , , , , , ,No
B. Zee,Nathuacamana,,MF,Mean Trolls,No,No,C,25,1995,23.13,0.08,0.76,0.03,0.03,0.62,0.04,0.03,,27.75,0.08,0.09,-0.07,0.03,-0.05,-0.04,0.07,0.02,27.76,34.64,80.33,607.59,141.22,9.29,11.26,82.75,12.42,14.14,88.33,5.78,8.25,71.2,-0.07,0.04,0.05,0.48,2.31,0.3,0,2.5,3.16,1.99,1.35,1.76,0.26,1.06,2.66,42.58,1.52,20.08,6.59,32.45,7.95,10,1.92,1.94,0.31,0.06,1.68,1.57,4.7,1.18,-0.06, , , , , , , , , , , , , , , , , , , ,No
F. Carbone,Greri Landmoslands,1,GK,Unaccountable Foxes,No,Yes,B,29,1990,38,-0.04,0.07,0,,0.06,0,,,,-0.01,-0.05,0.03,0.01,0.06,,-0.05,-0.08,25.62,30.95,82.54,740.92,418.03,4.13,4.23,98.85,11.52,11.58,99.15,9.72,15,65.35,0.07,-0.05,-0.04,-0.08,0.28,0.02,0.08,0.17,0.08,-0.05,0,0.08,-0.01,0.08,0.07,-0.06,0.06,0.05,0.03,24.94,0.17,0.08,0.01,0.11,-0.03,-0.03,0.06,-0.04,-0.04,0.1,0.03,37.95,38.05,3420.07,38.07,1.18,1.1,3.51,2.5,70.81,0.64,0.34,0.26,0.32,28.87,0.15,0.06,-0.01,-0.02,28.65,No
D. Nangiro,Greri Landmoslands,1,DF,Unethical Comets,No,Yes,B,29,1990,18.01,0.05,0.48,0.26,37.46,0.35,0.27,0.31,0.63,14.53,-0.02,-0.01,-0.09,0.02,0,0.09,0.08,-0.02,37.53,44.27,84.52,930.21,302.72,8.29,8.88,93.63,18.18,19.54,93.27,10.63,14.82,71.29,0.05,0.06,-0.1,0.18,2.16,0.02,0.04,2.18,1.94,1.34,1.44,0.44,0.02,0.75,1.18,59.17,0.5,10.13,3.39,33.83,6.12,3.79,0.24,1.76,0.63,0.04,1.15,1.45,3.36,3.56,0.02, , , , , , , , , , , , , , , , , , , ,No
D. Businge,Greri Landmoslands,1,FWMF,Villainous Eagles,No,Yes,B,23,1996,16.4,0.19,1.68,0.62,34.55,1.56,0.46,0.11,0.38,19.51,0.08,-0.03,-0.06,0.18,0.14,0.13,0.08,0.21,21.99,29.66,74.45,341.39,102.65,12.59,14.35,86.78,7.91,11.25,69.94,1.23,2.34,52.67,0.05,0.13,0.03,0.71,1.44,0.66,0.13,2.69,1.65,1.19,0.71,0.69,0.17,0.76,2.23,29.64,1.52,23.44,5.35,22.99,5.44,11.69,6.65,2.42,0.33,-0.04,2,1.13,2.88,1.24,-0.09, , , , , , , , , , , , , , , , , , , ,No
M. Mubangizi,Greri Landmoslands,1,FWMF,Weak Blimps,No,Yes,B,24,1995,19.83,0.19,2.08,0.86,38.99,2.02,0.83,0.02,0.18,18.33,0.2,-0.03,0.07,0.15,0.18,0.1,-0.03,-0.06,29.79,39.08,76.19,486.88,126.36,16.33,18.31,89.08,9.62,12.01,79.2,2.94,6.49,47.16,-0.02,0.14,-0.2,1.73,1.67,1.08,0.39,2.52,1.05,0.85,0.12,0.8,0.14,0.47,1.5,27.51,1.01,14.88,4.07,27.38,2.67,7.08,5.22,0.7,0.06,0.05,0.59,0.85,1.87,0.46,0.05, , , , , , , , , , , , , , , , , , , ,No
R. Sanz,Greri Landmoslands,,DF,Serious Cyclones,Yes,Yes,C,26,1993,24.52,0.12,1.58,0.68,40.42,1.43,0.64,0.07,0.31,19.35,0.15,0.07,0.03,0.13,0.23,0.18,0.05,-0.01,75.42,87.13,86.61,1264.7,502.94,39.43,42.82,91.91,28.45,31.97,89.03,6.27,9.12,69.12,0.42,0.26,0.09,2.16,7.3,2.58,0.6,9.19,1.35,0.79,0.59,0.32,0.3,0.63,1.37,44.19,0.85,7.75,2.47,31.63,2.68,2.96,1.92,1.48,0.22,-0.01,1.35,1.27,2.69,1.51,0.09, , , , , , , , , , , , , , , , , , , ,No
U. Den,Greri Landmoslands,1,FW,Supreme Jaguars,No,Yes,C,25,1994,8.35,0.22,2.68,0.94,36.34,2.6,0.87,0.07,0.11,16.09,0.21,-0.09,0.04,0.1,0.23,0.1,0.04,-0.12,13.3,21.81,60.92,220.92,49.85,7.09,11.03,64.72,3.79,6.35,61.42,1.64,2.9,58.25,0.14,0.07,-0.01,0.36,0.93,0.21,0.09,0.98,0.88,0.91,0.69,0.05,0.3,0.34,1.45,24.99,1.11,15.34,3.59,23.56,2.82,6.94,5.42,0.68,0.21,0.03,0.42,0.26,1.25,0.65,0, , , , , , , , , , , , , , , , , , , ,No
T. Mukwaya,Greri Landmoslands,1,MF,Ultimate Dolphins,No,Yes,C,19,2000,0.72,0.07,-0.04,-0.04,,-0.09,0.09,,,,-0.09,0.08,-0.02,-0.07,-0.07,,-0.06,0.07,34.92,43.75,80.09,710.01,163.79,13.85,14.98,91.72,14.96,18.77,80.09,6.29,7.57,83.27,0.01,-0.04,0.06,1.34,1.19,3.77,-0.08,6.19,-0.07,-0.01,0.09,-0.07,0.05,-0.03,-0.01,,-0.1,12.58,2.52,20.07,6.32,4.96,1.24,-0.01,-0.04,0.04,-0.1,1.31,1.28,0.07,-0.1, , , , , , , , , , , , , , , , , , , ,No
K. Nasution,Greri Landmoslands,,FW,Ultimate Longhorns,Yes,Yes,C,24,1995,30.79,0.89,3.47,1.8,49.46,3.45,1.72,0.19,0.32,12.7,0.15,0.13,0.17,0.86,0.53,0.15,0.17,0.11,18.92,25.68,74.08,279.86,48.34,10.9,13.62,79.83,6.62,8.54,76.89,0.81,1.08,64.7,0.31,0.24,0.11,0.87,1.13,0.47,0.09,1.47,0.27,0.17,-0.02,0.11,0.22,0.11,0.18,37.58,0.19,11.15,3.4,29.73,0.6,3.52,7.23,0.49,-0.01,0.03,0.43,0.23,0.48,0.54,-0.08, , , , , , , , , , , , , , , , , , , ,No
